,text,created_date,latitude,longitude,retweet,polarity,pol_value,followers,location
548,RT @thecaravanindia: #ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on the…,2019-04-19 04:29:29,,,3,Neutral,0.0,26,vis
549,RT @DhananjaiRai1: Don’t support these part time politicians #Part_Time_Politicians #ChangePolitics #BJPManifesto https://t.co/lCWcymFzhs,2019-04-19 04:29:26,,,1,Neutral,0.0,26,vis
550,"RT @KalitaRitik: Few objectives of #BJPManifesto :

1. Crackdown on Benami properties &amp; illegal foreign bank accounts
2. Eliminate practice…",2019-04-19 04:29:21,,,3,Negative,-0.27,26,vis
551,"RT @GANESHDHOTE19: Only BJP
#ModiHiAayega #BJPManifesto #Modi https://t.co/jJUnfFXbZK",2019-04-19 04:29:09,,,2,Neutral,0.0,26,vis
552,"RT @DhanawadeYuvraj: Looking at what is happening in country on today's date 
Justice and fairplay could not be expected where interests of…",2019-04-19 04:29:05,,,1,Negative,-0.1,26,vis
553,"RT @vikramsingh2712: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019 https://t.co/7GqhHr0SrI",2019-04-19 04:28:59,,,2,Neutral,0.0,26,vis
554,RT @AkshatJainIN: @GetNewsd Now this is real agenda of BJP's Sankalp Patra !! #BJPManifesto,2019-04-19 04:28:54,,,2,Positive,0.31,26,vis
555,RT @mishratweeting: Should we call it shocking or truth coming out from the deep planning of future which is not mentioned in #BJPManifesto…,2019-04-19 04:28:51,,,2,Negative,-0.33,26,vis
556,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-19 04:28:47,,,13,Neutral,0.0,26,vis
557,"RT @kenguva_sandeep: @arunjaitley What about Telugu states???
Your party @BJP4India don't get deposits also.
#BJPManifesto
@AmitShah @naren…",2019-04-19 04:28:43,,,1,Neutral,0.0,26,vis
558,RT @Advocat27001829: #BJPSankalpPatr2019 #BJPManifesto #GoBackFascistModi #BJPJumlaManifesto #MaleVoteBank #ChowkidarNarendraModi #Tashkent…,2019-04-19 04:27:42,,,17,Neutral,0.0,26,vis
559,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-19 04:27:29,,,1073,Highly Positive,0.55,26,vis
560,RT @anilsrinivasan: Despite what it inherited the #BJP has made moves in the right direction although a long way to go yet.  Let's hope tha…,2019-04-19 04:27:26,,,1,Positive,0.12,26,vis
561,"RT @Namo20198: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the @BJP4India will…",2019-04-19 04:27:16,,,3,Highly Positive,0.5,26,vis
562,"RT @MiteshB666: WTF did I just watch in the @INCIndia  ad ? 
Villagers still standing in queue to get their quota of water ?
video: https:/…",2019-04-19 04:27:13,,,1,Highly Negative,-0.5,26,vis
563,"RT @Amandeep5ingh: Found this Somewhere on Road. 

#RafaleDeal #BJPManifesto https://t.co/XwR05uA2AQ",2019-04-19 04:27:09,,,74,Neutral,0.0,26,vis
564,"RT @Jahir_Barlaskar: We, Madarpur Voters under Katigorah,Cachar (PS No. 74)  had withdrawn our decision of Vote Boycott as assured by our H…",2019-04-19 04:27:06,,,2,Neutral,0.0,26,vis
565,"RT @AlokeshSad: Objectives of #BJPManifesto :

1. Crackdown on Benami properties &amp; illegal foreign bank accounts
2. Eliminate practices lik…",2019-04-19 04:26:45,,,3,Negative,-0.31,26,vis
566,"RT @WEB_SPYDER555: Goan priest giving sermon in a church in Konkani. Deadly concoction of communal hatred and lies. He said  ‘today, some a…",2019-04-19 04:26:41,,,7,Negative,-0.21,26,vis
567,"Who Is The No.1 Facist In India ? 

#EveryVoteForModi #CongressManifesto #Congress #LokSabha #BengalPollViolence… https://t.co/b1vpJqGyhO",2019-04-19 04:14:47,,,22724,Neutral,0.0,921,"Chennai, Tamil Nadu India "
568,RT @thecaravanindia: #ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on the…,2019-04-19 04:11:10,,,879,Neutral,0.0,52,"Ahmadabad City, India"
569,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 04:06:01,,,40181,Neutral,0.0,2123,"""Patriarchal"" India"
570,"@arunjaitley What about Telugu states???
Your party @BJP4India don't get deposits also.
#BJPManifesto
@AmitShah @narendramodi @GVLNRAO #BJP",2019-04-19 04:00:05,,,1849,Neutral,0.0,21,India
571,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 03:57:40,,,2761,Neutral,0.0,147,Mumbai
572,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 03:41:07,,,4818,Neutral,0.0,413,"Mumbai, India"
573,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 03:40:20,,,1166,Neutral,0.0,1771,
574,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-19 03:33:14,,,5258,Highly Positive,0.55,156,"Mississauga, Ontario"
575,RT @thecaravanindia: #ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on the…,2019-04-19 03:24:30,,,8,Neutral,0.0,3,"Mumbai, India"
576,#ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on t… https://t.co/KTtwcRT7CB,2019-04-19 03:15:00,,,242,Neutral,0.0,196424,New Delhi
577,"Pattern of first 2 phases of #LokSabhaElections2019 is the actual result of 2014 Lok Sabha Elections. 
What say Urb… https://t.co/oZnxIA8h9A",2019-04-19 02:34:22,,,135,Positive,0.12,125,
578,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-19 02:30:30,,,10104,Negative,-0.28,937,"Bengaluru, India"
579,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 02:27:01,,,7436,Neutral,0.0,460,India
580,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-19 02:26:58,,,326,Neutral,0.0,415,
581,"How many #LokSabha Seats #BJP Won In #WestBengal ?

#LokSabhaElections2019
#EveryVoteForModi
#LokSabha… https://t.co/WLrRjXw6Ym",2019-04-19 02:25:10,,,22724,Highly Positive,0.5,921,"Chennai, Tamil Nadu India "
582,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 01:56:40,,,1215,Neutral,0.0,402,
583,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-19 01:55:06,,,880,Neutral,0.0,52,"Ahmadabad City, India"
584,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-19 01:47:32,,,828,Neutral,0.0,100,PALI
585,#ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior c… https://t.co/nHogX5YoHe,2019-04-19 01:45:00,,,243,Neutral,0.0,196424,New Delhi
586,"Shameless #BJP PARTY claims they launched 108 SATELLITE
#BJPManifesto 
#ಮೈತ್ರಿಕೈ_ಮತ್ತಷ್ಟು_ಬಲಪಡಿಸಿ 
#Elections2019… https://t.co/aBrFNsoHuW",2019-04-19 01:43:00,,,12168,Neutral,0.0,705,
587,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 01:24:36,,,172,Neutral,0.0,26,
588,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 01:18:58,,,3744,Neutral,0.0,444,"Mumbai, Maharashtra"
589,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 01:06:13,,,9787,Neutral,0.0,512,"Mumbai, India"
590,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-19 00:50:45,,,78078,Neutral,0.0,1605,"Delhi, India"
591,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 00:21:17,,,244,Neutral,0.0,18,Mumbai
592,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 23:54:54,,,871,Neutral,0.0,371,"Navi Mumbai, India"
593,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 23:30:51,,,4935,Neutral,0.0,141,"California, USA"
594,"""The security strategy is entirely #Military, quite ignoring the real threat to this nation and to all others from… https://t.co/3SFkojUFoZ",2019-04-18 23:00:00,,,270,Positive,0.05,40528,India
595,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 22:58:46,,,2696,Neutral,0.0,732,
596,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 20:26:52,,,1014,Neutral,0.0,213,"Mumbai, India"
597,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 20:07:27,,,1368,Neutral,0.0,52,
598,"Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,… https://t.co/3fwlNh3lqH",2019-04-18 20:00:38,,,12878,Neutral,0.0,963,
599,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:56:25,,,12953,Neutral,0.0,963,
600,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:54:19,,,3272,Neutral,0.0,63,
601,No Pak Soldier or Citizen Died in Balakot Air Strike: Sushma Swaraj https://t.co/9IemquLr6x #BJPManifesto… https://t.co/PIaJlPuLVt,2019-04-18 19:48:04,,,717,Neutral,0.0,70,"Fremont, CA"
602,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:46:10,,,365,Neutral,0.0,1526,
603,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:43:39,,,4665,Neutral,0.0,45,"Mumbai, India"
604,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:32:55,,,128,Neutral,0.0,7,
605,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:21:32,,,277,Neutral,0.0,154,
606,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:19:44,,,10670,Neutral,0.0,10071,Parallel Universe
607,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:19:08,,,2247,Neutral,0.0,5464,"Mumbai, India"
608,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:17:09,,,723,Neutral,0.0,103,
609,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:16:15,,,1241,Neutral,0.0,134,"Mumbai, India"
610,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-18 19:15:39,,,10149,Neutral,0.0,27,"Lucknow, India"
611,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 19:04:20,,,2779,Neutral,0.0,1139,"Mumbai, India"
612,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:52:45,,,1922,Neutral,0.0,188,"Mumbai, India"
613,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:46:44,,,1723,Neutral,0.0,691,"Rajasthan, Bangalore, India"
614,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:42:59,,,1627,Neutral,0.0,104,
615,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:39:10,,,1287,Neutral,0.0,160,Mumbai Maharashtra India
616,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:36:39,,,3755,Neutral,0.0,244,"Kalyan Dombivali, India"
617,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:35:38,,,103,Neutral,0.0,289,India
618,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:30:30,,,242,Neutral,0.0,454,
619,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:27:10,,,111,Neutral,0.0,20,
620,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:25:32,,,516,Neutral,0.0,122,"मुंबई, भारत"
621,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-18 18:22:44,,,4186,Neutral,0.0,357,Hyderabad
622,RT @madhulikaji: #BJPManifesto इस ready read it one by one this इस nothing but  a #BJPJumlaManifesto https://t.co/roH6YVJxQX,2019-04-18 18:20:50,,,24007,Positive,0.2,765,India 🇮🇳
623,"@RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you… https://t.co/Cv3tfRnsWe",2019-04-18 18:20:34,,,16258,Neutral,0.0,2412,Save Family System
624,RT @thecaravanindia: #ModiMeter | The Modi government promised to initiate electoral reforms to prevent criminals from contesting polls. Wh…,2019-04-18 17:55:23,,,123,Neutral,0.0,13,"Mumbai, India"
