,text,created_date,latitude,longitude,retweet,polarity,pol_value,followers,location
134,"RT @thecaravanindia: #ModiMeter | In 2014, the Modi Government promised to provide free wifi in public zones. What happened?
https://t.co/o…",2019-04-23 07:37:25,,,33878,Positive,0.2,142,
135,"#ModiMeter | In 2014, the Modi Government promised to provide free wifi in public zones. What happened?… https://t.co/Qx74LF4cDr",2019-04-23 07:30:00,,,244,Positive,0.2,196424,New Delhi
136,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-23 06:36:21,,,9205,Negative,-0.28,2,"Cochin, India"
137,RT @thecaravanindia: #ModiMeter | The Modi government said that they would upgrade the skills of the labour force through appropriate train…,2019-04-23 06:13:56,,,877,Highly Positive,0.5,52,"Ahmadabad City, India"
138,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-23 06:02:50,,,2034,Neutral,0.0,284,
139,"RT @JishnuTimes: @Mohanlal Your Vote ? 

#VotingRound3
#VoteKar #VoteForChange #VoteForIndia #AayegaToModiHi 
#BharatBoleNaMoNaMo
#EveryVot…",2019-04-23 05:59:39,,,3031,Neutral,0.0,280,"Gujarat, India"
140,"RT @JishnuTimes: @Mohanlal Your Vote ? 

#VotingRound3
#VoteKar #VoteForChange #VoteForIndia #AayegaToModiHi 
#BharatBoleNaMoNaMo
#EveryVot…",2019-04-23 05:38:16,,,419,Neutral,0.0,10,
141,"@Mohanlal Your Vote ? 

#VotingRound3
#VoteKar #VoteForChange #VoteForIndia #AayegaToModiHi 
#BharatBoleNaMoNaMo… https://t.co/EYBYc790ac",2019-04-23 05:34:52,,,22726,Neutral,0.0,921,"Chennai, Tamil Nadu India "
142,"Your Vote ? 

#VotingRound3
#VoteKar #VoteForChange #VoteForIndia #AayegaToModiHi 
#BharatBoleNaMoNaMo… https://t.co/9mZVuDFEF1",2019-04-23 05:28:51,,,22726,Neutral,0.0,921,"Chennai, Tamil Nadu India "
143,"RT @SumitkadeI: Cong manifesto is a joke compared to BJP’s one. BJP manifesto is pro-India , Congress manifesto is Anti-India. #BJPManifesto",2019-04-23 04:10:16,,,853,Neutral,0.0,10599,INDIA
144,RT @rahulkpopat: Still remember dad use to carry me at polling station for his vote at that time Congress had ‘Gareebi Hatao’ in their mani…,2019-04-23 01:56:28,,,8408,Neutral,0.0,228,
145,"RT @KongposhSandeep: WE KASHMIRI PANDITS STAND THICK &amp; THIN with @BJP4India

ADVISE FOR @MehboobaMufti GET YOUR VERBAL DIARRHOEA CHECKED US…",2019-04-23 00:14:13,,,1595,Negative,-0.35,62,"Washington, USA"
146,"RT @GrowthXpert: When I was in class 8th, they promised #RamMandir in their #ElectionManifesto
Now my daughter is in class 8th #standard, t…",2019-04-22 20:02:38,,,10,Neutral,0.0,1,Oman
147,"RT @YogBhumi: Toh ye secret tha...😂😂😂😂

#BJPSankalpPatr2019 #BJPManifesto  #AbkiBaarKiskiSarkar #IsBaarPhirModi https://t.co/rdqM5FDl9P",2019-04-22 18:48:35,,,12551,Negative,-0.4,1754,
148,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-22 18:13:03,,,10978,Negative,-0.28,507,
149,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:55:10,,,168,Neutral,0.0,6,
150,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:37:56,,,1372,Neutral,0.0,292,India
151,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:35:02,,,1503,Neutral,0.0,206,Kolkata
152,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:25:10,,,109,Neutral,0.0,21,
153,RT @dr_rita39: This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripping off a…,2019-04-22 17:19:28,,,1878,Neutral,0.0,64,
154,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:17:32,,,134,Neutral,0.0,117,My Nation Hope Foundation
155,"RT @AlokeshSad: Objectives of #BJPManifesto :

1. Crackdown on Benami properties &amp; illegal foreign bank accounts
2. Eliminate practices lik…",2019-04-22 17:10:38,,,965,Negative,-0.31,538,"New York, USA"
156,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 17:09:23,,,4413,Neutral,0.0,564,Planet Trishanku
157,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 16:47:43,,,6201,Neutral,0.0,758,Incredible INDIA
158,"@RahulGandhi 
  what is this man u wanna be PM n your followers in Kerala doing this.
#MaiBhiChowkidar 
#NamoAgain… https://t.co/a39hxtDuGR",2019-04-22 15:05:11,,,272,Neutral,0.0,2,
159,"RT @sabeshbhavani: #PragyaThakur a terror accused, #Hemantkarkare #HERO of #Mumbai. She made terrible statement against him. Why? What is t…",2019-04-22 15:03:10,,,1059,Highly Negative,-1.0,82,"Pune, India"
160,"RT @tnworld_com: do watch. Quick analysis of BJP and Congress's manifesto.
#BJPManifesto
#sankalppatra2019
#CongressManifesto
#BJP
#LokSabh…",2019-04-22 14:54:06,,,5,Positive,0.33,2,
161,"RT @HereWorks: #1ShotNews | #BJPManifesto | #LokSabhaElections2019

The Bharatiya Janata Party (BJP) today released its Manifesto for the L…",2019-04-22 14:53:33,,,6,Neutral,0.0,2,
162,"RT @Shubham01346100: #BJP unveil it's sankalp Patra or #manifesto for 2019 Lok Sabha election.
#LokSabhaElections2019 
#BJP 
#BJPManifesto…",2019-04-22 14:53:01,,,6,Neutral,0.0,2,
163,RT @thecaravanindia: #ModiMeter | The BJP promised that the administration would be made accountable through rigourous evaluation. Has it?…,2019-04-22 14:14:47,,,26,Neutral,0.0,0,
164,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 14:14:27,,,28,Neutral,0.0,0,
165,RT @thecaravanindia: #ModiMeter | The BJP promised to bring together multiple stakeholders to review labour laws. Did they keep their word?…,2019-04-22 14:14:04,,,21,Neutral,0.0,0,
166,RT @thecaravanindia: #ModiMeter |  In its 2014 manifesto BJP said that they would empower Panchayati Raj through the devolution of function…,2019-04-22 14:13:58,,,20,Neutral,0.0,0,
167,RT @thecaravanindia: #ModiMeter | The BJP promised to bring together multiple stakeholders to review labour laws. Did they keep their word?…,2019-04-22 14:03:16,,,881,Neutral,0.0,52,"Ahmadabad City, India"
168,"#PragyaThakur a terror accused, #Hemantkarkare #HERO of #Mumbai. She made terrible statement against him. Why? What… https://t.co/FXzQw9qpu7",2019-04-22 13:42:53,,,775,Highly Negative,-1.0,152,Pune
169,RT @thecaravanindia: #ModiMeter | The BJP promised to bring together multiple stakeholders to review labour laws. Did they keep their word?…,2019-04-22 13:15:58,,,5711,Neutral,0.0,235,
170,#ModiMeter | The BJP promised to bring together multiple stakeholders to review labour laws. Did they keep their wo… https://t.co/XpSPHDvYnB,2019-04-22 13:15:00,,,244,Neutral,0.0,196424,New Delhi
171,"RT @maomerkhan2013: Why India went down in world hunger rate
#LokSabhaElections2019  #ModiBiopic  #BJPManifesto  #BJPJumlaManifesto https:/…",2019-04-22 12:08:06,,,1948,Negative,-0.16,23,
172,"RT @thecaravanindia: #ModiMeter | In 2014, the BJP promised to issue identity cards to labourers in the unorganised sector. What happened?…",2019-04-22 11:53:27,,,1698,Neutral,0.0,787,
173,"RT @thecaravanindia: #ModiMeter | In 2014, the BJP promised to issue identity cards to labourers in the unorganised sector. What happened?…",2019-04-22 11:51:12,,,47388,Neutral,0.0,1692,Udaipur
174,"RT @thecaravanindia: #ModiMeter | In 2014, the BJP promised to issue identity cards to labourers in the unorganised sector. What happened?…",2019-04-22 11:48:02,,,22315,Neutral,0.0,114,"हरियाणा, भारत"
175,"RT @thecaravanindia: #ModiMeter | In 2014, the BJP promised to issue identity cards to labourers in the unorganised sector. What happened?…",2019-04-22 11:45:23,,,1894,Neutral,0.0,233,"मुंबई, भारत"
176,"#ModiMeter | In 2014, the BJP promised to issue identity cards to labourers in the unorganised sector. What happene… https://t.co/d3QmEmbyQu",2019-04-22 11:45:00,,,248,Neutral,0.0,196424,New Delhi
177,RT @thecaravanindia: #ModiMeter | The Modi government said that they would track down and recover the black money deposited offshore. Five…,2019-04-22 11:17:36,,,1103,Negative,-0.16,684,
178,#ModiMeter | The Modi government said that they would upgrade the skills of the labour force through appropriate tr… https://t.co/2546azycIL,2019-04-22 10:45:00,,,240,Highly Positive,0.5,196424,New Delhi
179,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-22 10:32:43,,,965,Neutral,0.0,296,
180,"RT @RajuBistaBJP: #BJPManifesto
Message for Youth of Darjeeling 
Your support will help in making a New Darjeeling ! 

#FirEkBaarModiSarkaa…",2019-04-22 09:10:30,,,4286,Positive,0.17,50,
181,"Contextualizing Kartarpur
https://t.co/iSeG9cmaYH  
#KartarpurCorridor #NuclearPower #IndianElections2019… https://t.co/31cM1ThhTz",2019-04-22 07:30:30,,,17,Neutral,0.0,90,Pakistan
182,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-22 07:27:15,,,15,Neutral,0.0,49,India
183,"RT @imagecinefilms: https://t.co/y9b6xDnUeT

Modi Ji Ki Beti

Let’s celebrate the womanhood once again with MODI SARKAR and create a better…",2019-04-22 07:20:38,,,1,Neutral,0.0,12,
184,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-22 06:45:23,,,8967,Negative,-0.28,0,
185,RT @thecaravanindia: #ModiMeter | The Modi government said that they would track down and recover the black money deposited offshore. Five…,2019-04-22 06:41:32,,,882,Negative,-0.16,52,"Ahmadabad City, India"
186,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-22 06:26:58,,,13,Neutral,0.0,10,and
187,RT @dr_rita39: This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripping off a…,2019-04-22 06:18:49,,,8,Neutral,0.0,10,and
188,#ModiMeter | The Modi government said that they would track down and recover the black money deposited offshore. Fi… https://t.co/xBIvZpPOjj,2019-04-22 06:15:00,,,245,Negative,-0.16,196424,New Delhi
189,RT @dr_rita39: This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripping off a…,2019-04-22 06:10:33,,,8,Neutral,0.0,26,
190,RT @dr_rita39: This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripping off a…,2019-04-22 06:08:55,,,9,Neutral,0.0,43,
191,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-22 06:07:51,,,13,Neutral,0.0,11,
192,"RT @GhostFreak__: make way for BJP, cuz its coming.
I want a strong India, not strong Dholakpur.....
#IndiaWantsModiAgain
#BJPManifesto",2019-04-22 05:46:53,,,513,Positive,0.11,18,vis
193,RT @jena_basanta: This is nasty politics .Being a minister she should not...#BJPManifesto #IndiaWantsModiAgain #ModiLaoDeshBanao https://t.…,2019-04-22 04:54:46,,,3,Highly Negative,-1.0,8,
194,RT @thecaravanindia: #ModiMeter |  In its 2014 manifesto BJP said that they would empower Panchayati Raj through the devolution of function…,2019-04-22 04:52:26,,,3489,Neutral,0.0,2495,India
195,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-22 04:51:42,,,4198,Neutral,0.0,40,"Uttar Pradesh, India"
196,#ModiMeter |  In its 2014 manifesto BJP said that they would empower Panchayati Raj through the devolution of funct… https://t.co/9lmUzDsNWx,2019-04-22 04:45:00,,,243,Neutral,0.0,196424,New Delhi
197,"RT @veer1628: Vande Maatram !
JAI HIND!
Why Secularism for Only Hindus ..

#VoteForIndia  #NamoForNewIndia #ModiOnceMore #IndiaElections201…",2019-04-22 04:02:52,,,12,Neutral,0.0,17,
198,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-22 03:47:41,,,240,Neutral,0.0,2,
199,RT @thecaravanindia: #ModiMeter | The Modi government promised that they would effectively tackle the flood crisis in Assam. What happened…,2019-04-22 03:38:30,,,25157,Highly Positive,0.6,61,Al Nahda 2
200,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 03:31:11,,,25163,Neutral,0.0,61,Al Nahda 2
201,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 03:27:22,,,55888,Neutral,0.0,75791,The Milky Way
202,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 03:19:45,,,37559,Neutral,0.0,561,"Goli Gaadi st, Smart city#99"
203,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 03:19:12,,,11348,Neutral,0.0,34,
204,"RT @thecaravanindia: #ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later, w…",2019-04-22 03:18:11,,,45252,Neutral,0.0,3898,World
205,#ModiMeter | The BJP said that they would develop and strengthen the economy of union territories. Five years later… https://t.co/HYPv5RsgWD,2019-04-22 03:15:00,,,251,Neutral,0.0,196424,New Delhi
206,RT @thecaravanindia: #ModiMeter | The Modi government promised that they would effectively tackle the flood crisis in Assam. What happened…,2019-04-22 02:51:48,,,4977,Highly Positive,0.6,16,Melbourne
207,RT @thecaravanindia: #ModiMeter | The Modi government promised that they would effectively tackle the flood crisis in Assam. What happened…,2019-04-22 02:08:34,,,882,Highly Positive,0.6,52,"Ahmadabad City, India"
208,RT @thecaravanindia: #ModiMeter | The Modi government promised that they would effectively tackle the flood crisis in Assam. What happened…,2019-04-22 01:50:42,,,9051,Highly Positive,0.6,341,"Odisha, India"
209,#ModiMeter | The Modi government promised that they would effectively tackle the flood crisis in Assam. What happen… https://t.co/2sWFQ1VIPg,2019-04-22 01:45:00,,,245,Highly Positive,0.6,196424,New Delhi
210,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-22 01:26:54,,,1680,Neutral,0.0,203,Mumbai
211,@rohini_sgh #YogiInterviewWithRajkishor #ChowkidarNarendraModi parent's foreparents did nothing for Indians xcept t… https://t.co/v8vH0TVzPU,2019-04-21 17:57:27,,,6129,Neutral,0.0,477,"New Delhi, India"
212,"RT @varunpuri1984: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will se…",2019-04-21 17:55:04,,,577,Highly Positive,0.5,10,"पंजाब, भारत"
213,"Terror Free Milega
Free Free Free
#LokSabhaElections2019 #ElectionsWithNews18 #NarendraModi #BJPManifesto… https://t.co/MEKQIfT9Lj",2019-04-21 17:46:01,,,121,Positive,0.4,27,Delhi
214,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-21 17:35:43,,,879,Neutral,0.0,52,"Ahmadabad City, India"
215,RT @suryascms2010: Thanks a lot @RailMinIndia @RailwaySeva @CrseNcr @drmljn for your quick response. @narendramodi @MadhusudanChSRG @kishan…,2019-04-21 16:25:43,,,1018,Positive,0.27,53,"Hyderabad, India"
216,RT @suryascms2010: Thanks a lot @RailMinIndia @RailwaySeva @CrseNcr @drmljn for your quick response. @narendramodi @MadhusudanChSRG @kishan…,2019-04-21 16:09:49,,,1509,Positive,0.27,108,
217,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-21 15:32:56,,,172,Neutral,0.0,95,
218,#ModiMeter | The BJP promised to make wireless internet available in public places and commercial centres. What hap… https://t.co/MBxVRiWbxs,2019-04-21 15:30:01,,,241,Positive,0.13,196424,New Delhi
219,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-21 14:41:51,,,18,Neutral,0.0,21,
220,"RT @timesofindia: ‘Sankalp Patra is an agenda for empowerment … for BJP, credibility of what we say is very important’ 

@PiyushGoyal, mini…",2019-04-21 14:35:36,,,100,Highly Positive,0.52,15,
221,"RT @ec7104de70df411: Great vibrancy on streets of Bhubaneswar!

#ModiLaoDeshBanao 
#BJPManifesto 
#BJPSankalpPatr2019 https://t.co/1ctO0rwT…",2019-04-21 14:34:21,,,4,Highly Positive,1.0,15,
222,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-21 14:33:46,,,13,Neutral,0.0,15,
223,RT @Advocat27001829: #BJPSankalpPatr2019 #BJPManifesto #GoBackFascistModi #BJPJumlaManifesto #MaleVoteBank #ChowkidarNarendraModi #Tashkent…,2019-04-21 14:33:42,,,17,Neutral,0.0,15,
224,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-21 14:08:11,,,45740,Neutral,0.0,12978,South Africa
225,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-21 14:05:57,,,1417,Neutral,0.0,163,
226,#ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior c… https://t.co/eLvvPX0mOE,2019-04-21 14:00:02,,,242,Neutral,0.0,196424,New Delhi
227,"RT @varunpuri1984: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will se…",2019-04-21 13:26:47,,,316,Highly Positive,0.5,16,
228,"RT @varunpuri1984: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will se…",2019-04-21 13:17:25,,,411,Highly Positive,0.5,21,
229,"RT @varunpuri1984: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will se…",2019-04-21 13:14:19,,,391,Highly Positive,0.5,28,
230,"https://t.co/y9b6xDnUeT

Modi Ji Ki Beti

Let’s celebrate the womanhood once again with MODI SARKAR and create a be… https://t.co/TAZFRNUIt1",2019-04-21 13:13:48,,,11,Neutral,0.0,44,Mumbai / New Delhi
231,BJPManifesto says that we r at 6th position in term of GDP_ exchange rate. But in reality we r at 3th position if w… https://t.co/A4WxJliEFQ,2019-04-21 12:53:28,,,35251,Neutral,0.0,56020,
232,RT @thecaravanindia: #ModiMeter | The Modi government promised to provide efficient public transport systems in 2014. Was this promise impl…,2019-04-21 12:50:35,,,15292,Neutral,0.0,208,los angeles
233,RT @thecaravanindia: #ModiMeter | The Modi government promised to provide efficient public transport systems in 2014. Was this promise impl…,2019-04-21 12:31:53,,,24770,Neutral,0.0,2172,Schrute Farms
234,#ModiMeter | The Modi government promised to provide efficient public transport systems in 2014. Was this promise i… https://t.co/vOZnfEpVC5,2019-04-21 12:30:00,,,242,Neutral,0.0,196424,New Delhi
235,"Tru though......🙄

#ElectionCommission #BJPManifesto #BjpWithKasab #BJP_भगाओ_देश_बचाओ #BJP #Government… https://t.co/XoZyH1Su8B",2019-04-21 12:12:03,,,0,Neutral,0.0,0,
236,RT @dr_rita39: This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripping off a…,2019-04-21 11:38:36,,,21387,Neutral,0.0,234,Peshawar KPK
237,This #Election #Election2019 #BJPManifesto #BJP4India #PragyaSinghThakur #TerroristIndia #TerroristPragya is stripp… https://t.co/bVdrld0gFQ,2019-04-21 11:36:24,,,36942,Neutral,0.0,23575,Earth
238,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-21 11:24:49,,,335,Neutral,0.0,222,
239,"RT @IamTarunJoshii: @narendramodi Number of times these words appear in #BJPManifesto :

Development : 93
Security : 44
Education : 41
Farm…",2019-04-21 11:02:32,,,2284,Neutral,0.0,13,
240,"RT @ec7104de70df411: Great vibrancy on streets of Bhubaneswar!

#ModiLaoDeshBanao 
#BJPManifesto 
#BJPSankalpPatr2019 https://t.co/1ctO0rwT…",2019-04-21 10:55:38,,,2284,Highly Positive,1.0,13,
241,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-21 10:49:49,,,530,Neutral,0.0,309,
242,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-21 09:40:08,,,1490,Neutral,0.0,474,Twitter
243,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-21 09:31:09,,,2052,Neutral,0.0,354,"Sion, Mumbai"
244,"RT @GhostFreak__: make way for BJP, cuz its coming.
I want a strong India, not strong Dholakpur.....
#IndiaWantsModiAgain
#BJPManifesto",2019-04-21 08:19:41,,,2,Positive,0.11,25,
245,RT @chhinmay: Peoples please share your inputs on the polling percent of Womens in Muslim majority areas. I just want to confirm that is op…,2019-04-21 08:19:03,,,1,Neutral,0.0,25,
246,"RT @FOPM69: If some Indians still don't believe that we have a radical left. Then they are either polarized or brain dead fake jokers. 

#R…",2019-04-21 08:16:18,,,1,Negative,-0.23,25,
247,"RT @veer1628: Vande Maatram !
JAI HIND!
Why Secularism for Only Hindus ..

#VoteForIndia  #NamoForNewIndia #ModiOnceMore #IndiaElections201…",2019-04-21 08:15:00,,,12,Neutral,0.0,25,
248,"During the earlier regime, we were 11th economy, we brought the rank to 6th. In our #BJPmanifesto, we have dreamed… https://t.co/DOLHq6wCCP",2019-04-21 07:54:18,,,6,Negative,-0.4,96725,"Ahmadabad City, India"
249,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-21 07:54:00,,,4579,Neutral,0.0,812,India
250,RT @thecaravanindia: #ModiMeter | The Modi government promised to ensure security of weaker sections and prevent atrocities against SCs and…,2019-04-21 07:49:39,,,5784,Neutral,0.0,9,
251,"RT @Nehr_who: #BJPManifesto 2014:

1. RAM MANDIR
2. 33% RESERVATION TO WOMEN
3. Remove 370
4. 2 CRORE JOBS

#BJPManifesto 2019 :

1. RAM MA…",2019-04-21 07:13:34,,,4134,Neutral,0.0,202,"Odisha,India "
252,RT @thecaravanindia: #ModiMeter | The Modi government promised to ensure security of weaker sections and prevent atrocities against SCs and…,2019-04-21 06:34:17,,,5326,Neutral,0.0,54,India
253,RT @thecaravanindia: #ModiMeter | The Modi government promised to ensure security of weaker sections and prevent atrocities against SCs and…,2019-04-21 06:24:53,,,2503,Neutral,0.0,8,"Bengaluru, India"
254,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-21 06:18:07,,,8545,Neutral,0.0,98,Jabalpur
255,RT @thecaravanindia: #ModiMeter | The Modi government promised to ensure security of weaker sections and prevent atrocities against SCs and…,2019-04-21 06:17:38,,,48556,Neutral,0.0,225,India
256,#ModiMeter | The Modi government promised to ensure security of weaker sections and prevent atrocities against SCs… https://t.co/Bz7bHLvwns,2019-04-21 06:15:00,,,244,Neutral,0.0,196424,New Delhi
257,RT @BJPPath: #BJPManifesto Best.,2019-04-21 05:29:26,,,4,Highly Positive,1.0,5,
258,"RT @thecaravanindia: #ModiMeter | The BJP promised to strengthen the delivery of poverty-alleviation programmes in 2014. Five years later,…",2019-04-21 05:03:06,,,877,Neutral,0.0,52,"Ahmadabad City, India"
259,#ModiMeter | The BJP promised to strengthen the delivery of poverty-alleviation programmes in 2014. Five years late… https://t.co/CBB08HfVF6,2019-04-21 04:45:00,,,240,Neutral,0.0,196424,New Delhi
260,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would tackle the issue of under-nutrition…,2019-04-21 04:07:38,,,881,Neutral,0.0,52,"Ahmadabad City, India"
261,"RT @MayankThapar6: Interview to NATION LIVE on loksabha Elections 2019 at Bjp Headquarters..
#NamoAgain2019 
#ModiHiAayega 
#BJPManifesto…",2019-04-21 04:02:59,,,6,Positive,0.14,12,
262,"RT @Hassan_tnpyc: #BJPManifesto #2019LokSabhaElections Don't vote for BJP: Uttarakhand farmer writes in suicide note well what's next the ""…",2019-04-21 03:58:34,,,16804,Neutral,0.0,539,"Chennai, India."
263,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-21 03:50:49,,,14,Neutral,0.0,43,
264,#ModiMeter | The Modi government promised in their 2014 manifesto that they would tackle the issue of under-nutriti… https://t.co/iz10xK9FAF,2019-04-21 03:15:00,,,244,Neutral,0.0,196424,New Delhi
265,From zero-interest loan for farmers to housing for all - Here are BJP's promises in manifesto for #LS2019… https://t.co/r0iklNJV66,2019-04-21 02:55:00,,,539,Neutral,0.0,16084,India
266,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-21 02:36:54,,,5481,Neutral,0.0,308,"Gujarat, India"
267,RT @thecaravanindia: #ModiMeter | The BJP ensured effective implementation of the National Food Security Act in their 2014 manifesto. What…,2019-04-21 01:46:41,,,879,Highly Positive,0.6,52,"Ahmadabad City, India"
268,#ModiMeter | The BJP ensured effective implementation of the National Food Security Act in their 2014 manifesto. Wh… https://t.co/lOQsDStgi6,2019-04-21 01:45:00,,,242,Highly Positive,0.6,196424,New Delhi
269,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 20:35:19,,,9610,Neutral,0.0,280,
270,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 20:13:11,,,742,Neutral,0.0,246,
271,RT @Advocat27001829: #BJPSankalpPatr2019 #BJPManifesto #GoBackFascistModi #BJPJumlaManifesto #MaleVoteBank #ChowkidarNarendraModi #Tashkent…,2019-04-20 19:10:11,,,3578,Neutral,0.0,402,"Patna, India"
272,"RT @PankajPachauri: Your definitive statistical guide to #BJPManifesto #FactCheck. 

How the promises don’t match the performance- https://…",2019-04-20 19:07:45,,,922,Neutral,0.0,36,India
