,text,created_date,latitude,longitude,retweet,polarity,pol_value
250,@DrKumarVishwas You  mean say that BJP  IS SOMETHING  WRONG  THEN CLOSE  YOUR EYE,2019-04-28 00:48:52,,,0,Negative,-0.41
251,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:48:51,,,22,Neutral,0.0
252,"RT @KoomarShah: Vajpayee made fun of Soniaji &amp; taunted @INCIndia Whose your Leader? Soniaji won

Modi made fun of @RahulGandhi &amp; made IT Ce…",2019-04-28 00:48:50,,,161,Positive,0.3
253,"RT @ShahulAhm: One big reason Priyanka Gandhi Vadra has been a dud this election is coz nobody in BJP is responding to her. 

In most cases…",2019-04-28 00:48:50,,,57,Positive,0.25
254,RT @GargaC: The man dressed up as monkey is not the BJP candidate. The monkey dressed up as a man is the BJP candidate.,2019-04-28 00:48:48,,,219,Negative,-0.05
255,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:48:37,,,644,Highly Positive,1.0
256,RT @Sootradhar: Our Tax Money has gone down the drains. @ECISVEEP if they have any shame left will return salaries paid to them as it's not…,2019-04-28 00:48:34,,,861,Negative,-0.08
257,"RT @narendramodi: Thank you Kannauj and Hardoi for the unparalleled warmth. 

The first three phases have made SP, BSP and Congress very ne…",2019-04-28 00:48:31,,,2910,Positive,0.23
258,"RT @waglenikhil: Once again I reiterate. Mood in BJP camp is down. Even in Mumbai. Modi’s meeting was huge, but zero enthusiasm. Total cont…",2019-04-28 00:48:30,,,932,Positive,0.08
259,@PritishNandy please don't solicit votes for AAP. It is actually PAAP that you are doing to Delhi. Delhi under BJP… https://t.co/MFk3NKmtPt,2019-04-28 00:48:19,,,0,Neutral,0.0
260,RT @power_ind: BJP RSS are in shock ... total loss in 5 state elections has shaken their foundation ...they are still in mourning ..but the…,2019-04-28 00:48:18,,,3,Neutral,0.0
261,"@kunalkamra88 You have missed ""fakery"" which was and is BJP govt's most successful scheme.
Acha chutiya banaya deshwasiyon ko..😏😏",2019-04-28 00:48:14,,,0,Highly Positive,0.62
262,"RT @AmitShah: In Odisha, more than 20 BJP karyakartas have been attacked and many have been killed. There can be no place for these murdere…",2019-04-28 00:48:06,,,721,Positive,0.27
263,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:47:56,,,3657,Negative,-0.21
264,"RT @meslight: Bahut hi Ghatia kism ke Aadmi ho. BJP ki burai karo Chalo ,Modi ki sah lenge ,Hindu ko terror batao bardasht kar lenge par de…",2019-04-28 00:47:56,,,12,Neutral,0.0
265,RT @satyendradb: Once a Mass Star always a Mass star . These pics are from Action king Sunny Deol's #Badmer roadshow...@iamsunnydeol craze…,2019-04-28 00:47:56,,,9,Positive,0.1
266,"RT @suchitrak: Dear Voters in #MumbaiNorthwest. 
Gajanan Kirtikar is the #BJP /Shiv Sena candidate with the bow &amp; arrow symbol while Sanjay…",2019-04-28 00:47:55,,,4267,Neutral,0.0
267,"RT @AskAnshul: So, Human trafficking case convict &amp; singer Daler Mehndi has joined BJP.

Today, Narayan Sai, son of Asaram Bapu, has been c…",2019-04-28 00:47:55,,,1567,Neutral,0.0
268,"RT @AdityaMenon22: While staggered schedule helped Modi campaign in key states, Oppn too has gained:
1 More rallies by Mayawati-Akhilesh, R…",2019-04-28 00:47:50,,,47,Positive,0.25
269,"@imMAK02 What dis happening in our country @ashokgehlot51 ,Innocent mohd.ramzan murder is d image of what India goi… https://t.co/oFqFD3FZTa",2019-04-28 00:47:40,,,0,Highly Positive,0.5
270,"RT @narendramodi: Yesterday began with programmes in the cultural nerve centre of India, Kashi. I addressed BJP workers and filed my nomina…",2019-04-28 00:47:40,,,3969,Positive,0.1
271,"RT @narendramodi: Thank you Kannauj and Hardoi for the unparalleled warmth. 

The first three phases have made SP, BSP and Congress very ne…",2019-04-28 00:47:39,,,2910,Positive,0.23
272,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:47:37,,,644,Highly Positive,1.0
273,"RT @TimesNow: #TNExclusive Intimidation ploy uncovered, scared Hindu voters on tape, 'warned not to vote for BJP', can't vote, can't raise…",2019-04-28 00:47:34,,,306,Neutral,0.0
274,RT @Anil73P: @srivatsayb Duplicity is hallmark of BJP... In Kerala they promise quality beef... In MP... Sadhvi Pragya promises total beef…,2019-04-28 00:47:34,,,1,Neutral,0.0
275,"RT @LegendDeols: Mass Superstar @iamsunnydeol in #Badmer ..CraZ£ FOR #SunnyDeol is 💥💥💥..
#BlankComingThisFriday 
@behzu @TeamDeol @TheDeolL…",2019-04-28 00:47:32,,,5,Neutral,0.0
276,"RT @bhartijainTOI: BJP. There is no limit on party expense in an election. Just like your movies must be promoted, a candidates - that too,…",2019-04-28 00:47:20,,,376,Neutral,0.0
277,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:47:16,,,1817,Neutral,0.0
278,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:47:13,,,1817,Neutral,0.0
279,RT @malhijs: Unless ofcourse EVMs mass tampering&amp;rigging takes place by ppl desperate 2 hold on 2 power.Don't know about @INCIndia ;but wid…,2019-04-28 00:47:11,,,2,Highly Negative,-0.6
280,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:47:06,,,3657,Negative,-0.21
281,RT @realkrunalpatel: @anuragkashyap72 Actually I take the full responsibility for it.  I donated 25k in BJP varanasi's account living a not…,2019-04-28 00:46:59,,,2,Positive,0.17
282,RT @DailyO_: .@AtishiAAP: '@BJP4India  is not coming back to power. There will be a coalition and @AamAadmiParty will support any govt that…,2019-04-28 00:46:59,,,92,Neutral,0.0
283,@ANI Ocean Of People : BJP Candidate '#SunnyDeol' Rally 🌷 Phir Ek Bar Modi Sarkar 🌷 https://t.co/tf2NCUolw7,2019-04-28 00:46:50,,,0,Neutral,0.0
284,"RT @nc24x7: BJP Accessing Your Private Data? Mumbai Voter Allegedly Receives Alarming Text From Party

The message had details of the voter…",2019-04-28 00:46:46,,,18,Negative,-0.07
285,"RT @IndiaToday: PM Modi should apologise for doing nothing in last 5 years: Rahul Gandhi
#LokSabhaElections2019
Click here for latest updat…",2019-04-28 00:46:44,,,22,Positive,0.25
286,"RT @tufailelif: Congress set for landslide election victory

""The collated data found that 213 seats — equating to 39% of the electorate —…",2019-04-28 00:46:42,,,592,Neutral,0.0
287,"RT @srivatsayb: Fadnavis suddenly wakes up to Pragya humiliating Hemant Karkare, a man who died saving Mumbai &amp; Maharashtra from terrorists…",2019-04-28 00:46:37,,,150,Neutral,0.0
288,"RT @GauravPandhi: A BJP member poses as a Congress worker, speaks against Congress leadership on a video and the BJP ecosystem propagates.…",2019-04-28 00:46:36,,,169,Neutral,0.0
289,"RT @rammadhavbjp: Young party workers accompanied me on bikes in large numbers in one of the most terrorism-affected parts of Kashmir, Anan…",2019-04-28 00:46:31,,,885,Positive,0.27
290,@Swamy39 If BJP delayed NRC in india then soon in india also they will demand sharia law,2019-04-28 00:46:30,,,0,Neutral,0.0
291,"RT @ANI: #WATCH Barmer: Sunny Deol holds his first roadshow after joining BJP, campaigns for BJP LS candidate from Barmer, Kailash Choudhar…",2019-04-28 00:46:22,,,1701,Positive,0.25
292,@Ish_Bhandari This is the uniqueness in BJP working,2019-04-28 00:46:20,,,0,Neutral,0.0
293,@VedTiwari @SengarAjay505 @kanhaiyakumar Let him bark. Anyway he is going to lose. The real fight is between BJP an… https://t.co/c66wTGd4Yu,2019-04-28 00:46:10,,,0,Positive,0.2
294,"RT @gkzhimomi: Missed opportunity by PM Modi and BJP to prove that they subscribe to the rule of law. 
 @IASassociation must not abandon th…",2019-04-28 00:46:01,,,2,Neutral,0.0
295,RT @oberoisahib: Road show of our current and the next Member of Parliament West Delhi @p_sahibsingh ji at Mahavir Nagar and Vikaspuri alon…,2019-04-28 00:45:56,,,2,Neutral,0.0
296,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:45:52,,,644,Highly Positive,1.0
297,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:45:45,,,1817,Neutral,0.0
298,"RT @saahilmenghani: Since 2014, I've filed over 50 stories on farmers from Haryana, UP, Madhya Pradesh, Jammu &amp; Kashmir, Chhattisgarh, Raja…",2019-04-28 00:45:43,,,80,Neutral,0.0
299,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:45:34,,,3657,Negative,-0.21
300,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:45:34,,,1817,Neutral,0.0
301,"Karkare’s daughter on Pragya Thakur: ‘Don’t want to dignify her remark, my father taught us terror has no religion’… https://t.co/7SKAzh8Yma",2019-04-28 00:45:29,73.048892, 22.088382,0,Neutral,0.0
302,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:45:27,,,1123,Negative,-0.2
303,"In 2014 my biggest  mistake was vote for BJP which turned out to be  ""KAMAL KA PHOOL DESH KI BHOOL ""
In 2019 voting… https://t.co/CPYCPMZV6a",2019-04-28 00:45:20,,,0,Neutral,0.0
304,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:45:18,,,1817,Neutral,0.0
305,"RT @ANI: Kavita Khanna, wife of late actor Vinod Khanna on being denied a ticket by BJP from Gurdaspur: It is my decision that I'm not goin…",2019-04-28 00:45:15,,,1285,Negative,-0.3
306,"RT @ANI: Kavita Khanna, wife of late actor Vinod Khanna on being denied a ticket by BJP from Gurdaspur: It is my decision that I'm not goin…",2019-04-28 00:45:14,,,1285,Negative,-0.3
307,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:45:09,,,3657,Negative,-0.21
308,"RT @DeccanHerald: ""People will have to rethink about #TMC's credibility in fighting the #BJP,"" @RajBabbarMP added.

#DHPoliticalTheatre | #…",2019-04-28 00:45:07,,,2,Neutral,0.0
309,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:45:03,,,2198,Positive,0.48
310,"RT @vinayak_jain: Lt Gen JBS Yadav, Lt Gen R N Singh, Lt Gen SK Patyal, Lt Gen Sunit Kumar, Lt Gen Nitin Kohli, Colonel RK Tripathi and WG…",2019-04-28 00:45:03,,,62,Neutral,0.0
311,"@tavleen_singh Should not be a surprise
@Shehzad_Ind was told thru my tweet 6 weeks ago BJP won't get more than 180… https://t.co/DPhgBrJcca",2019-04-28 00:45:03,,,0,Highly Positive,0.5
312,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:44:51,,,1817,Neutral,0.0
313,Baldev Khinda addresses public mitting agenset Nihalchand meghwal bjp M.... https://t.co/rVAEQVrJno @YouTube से,2019-04-28 00:44:44,,,0,Neutral,0.0
314,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:44:43,,,2198,Positive,0.48
315,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:44:37,,,3657,Negative,-0.21
316,RT @attomeybharti: “We will change politics” wali @AtishiAAP appealing people to vote for goons if it helps to defeat BJP. *slow claps* htt…,2019-04-28 00:44:36,,,298,Positive,0.1
317,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:44:26,,,1817,Neutral,0.0
318,"warned #PMNarendraModi &amp; #AmitShah for their words, If #ElectionCommissionOfIndia (@SpokespersonECI &amp; @ECISVEEP) wi… https://t.co/UKlRUh9IqL",2019-04-28 00:44:22,,,0,Neutral,0.0
319,"RT @rammadhavbjp: Young party workers accompanied me on bikes in large numbers in one of the most terrorism-affected parts of Kashmir, Anan…",2019-04-28 00:44:22,,,885,Positive,0.27
320,EC takes on the good and leaves alone the bad and the worst. That's because it has to use the same government offic… https://t.co/rCkeuCKz82,2019-04-28 00:44:15,,,0,Negative,-0.25
321,"RT @nehasamee11: BJP politician #SakshiMaharaj, has forced the girl to stip off her clothes, gets the ticket to contest elections. Real fac…",2019-04-28 00:44:15,,,39,Negative,-0.05
322,"RT @ShahulAhm: One big reason Priyanka Gandhi Vadra has been a dud this election is coz nobody in BJP is responding to her. 

In most cases…",2019-04-28 00:44:11,,,57,Positive,0.25
323,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:44:11,,,894,Positive,0.33
324,"RT @narendramodi: Thank you Kannauj and Hardoi for the unparalleled warmth. 

The first three phases have made SP, BSP and Congress very ne…",2019-04-28 00:44:09,,,2910,Positive,0.23
325,"RT @RiseofBurnol: Breaking in

Sending Shatrughan Sinha to Congress was plan of BJP

That plan is now working!!

@RahulGandhi @INCIndia aga…",2019-04-28 00:44:04,,,95,Neutral,0.0
326,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:44:04,,,1123,Negative,-0.2
327,"RT @shilpamdas: @rishibagree @Sunil_Deodhar Elections are Projects and as such a field best left to experts.

When it comes to domain exper…",2019-04-28 00:44:02,,,45,Positive,0.33
328,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:44:02,,,2199,Positive,0.48
329,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:43:58,,,1817,Neutral,0.0
330,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:43:56,,,645,Highly Positive,1.0
331,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:43:54,,,645,Highly Positive,1.0
332,@tehseenp and mr. Poonawalla Blame BJP to be Communal! Sad.. now who is Misusing The Govt agencies?? This is State sponsored Hate,2019-04-28 00:43:44,,,0,Highly Negative,-0.65
333,"RT @Ish_Bhandari: Good thing about BJP- denied ticket to wife of Sh Anant kumar &amp; now Vinod Khanna.

This is the way democracy should be, w…",2019-04-28 00:43:44,,,1099,Highly Positive,0.7
334,"RT @India_Policy: Where @AtishiAAP Marlena appeals people to vote for even goons, if it helps to defeat BJP. All their new politics is redu…",2019-04-28 00:43:37,,,414,Positive,0.14
335,"RT @AamAadmiParty: ""I have filed a criminal complaint against the BJP candidate from East Delhi @GautamGambhir over his possession of two v…",2019-04-28 00:43:36,,,141,Negative,-0.35
336,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:43:32,,,3657,Negative,-0.21
337,"RT @raghav_chadha: BJP is running for cover in Delhi.
All their candidates' frauds are being unmasked one by one.
Watch out for my press co…",2019-04-28 00:43:28,,,627,Neutral,0.0
338,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:43:28,,,2199,Positive,0.48
339,@PJkanojia @AtishiAAP @msisodia But BJP is doing same and deliberately they targeted her about caste...gautam gambhir doing same thing,2019-04-28 00:43:25,,,0,Neutral,0.0
340,"RT @AmitShah: Naveen Babu led BJD government has robbed thousands of crores of money of poor Odia people in Chit Fund Scam.

Let BJP govern…",2019-04-28 00:43:24,,,921,Negative,-0.4
341,@dhruv_rathee The reality of BJP..... https://t.co/ojFuj8urcU,2019-04-28 00:43:21,,,0,Neutral,0.0
342,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:43:15,,,22,Neutral,0.0
343,"RT @narendramodi: Yesterday began with programmes in the cultural nerve centre of India, Kashi. I addressed BJP workers and filed my nomina…",2019-04-28 00:43:15,,,3969,Positive,0.1
344,"RT @digvijaya_28: 1/2
And BJP could not even work on papers!!
The Bhopal Master Plan was developed during my tenure in 1995.
Twenty Four ye…",2019-04-28 00:43:13,,,387,Positive,0.1
345,"RT @SwamiGeetika: #SaturdayThoughts

""Congress Flag is to be used for household and our vote is for BJP.""

The honest confession of those w…",2019-04-28 00:43:12,,,303,Highly Positive,0.6
346,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:43:11,,,1817,Neutral,0.0
347,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:43:10,,,2199,Positive,0.48
348,"RT @IndianInterest: This dinosaur is clear about two things:

1. BJP's victory in the 2019 elections is a foregone conclusion. Modi will wi…",2019-04-28 00:43:09,,,637,Positive,0.1
349,@Dr_Uditraj He is only making a fool of himself. Good such person are no more in bjp as they are danger to the part… https://t.co/UlQJzgAdgw,2019-04-28 00:43:03,,,0,Positive,0.11
350,"RT @NirjhariSinha: 2017 Gujarat video viral as ""Rohingyas and Bangladeshi mistreat BJP workers in Bengal"" https://t.co/ppGzUlwnPU via @AltN…",2019-04-28 00:42:53,,,130,Neutral,0.0
351,"@DrAMSinghvi EC shd ensure all parties getting equal advantage in all steps,duties of EC.Modiji's expense-road-show… https://t.co/tZuJsGv1Cr",2019-04-28 00:42:50,,,0,Neutral,0.0
352,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:42:48,,,1817,Neutral,0.0
353,"RT @AdityaMenon22: While staggered schedule helped Modi campaign in key states, Oppn too has gained:
1 More rallies by Mayawati-Akhilesh, R…",2019-04-28 00:42:38,,,47,Positive,0.25
354,"RT @gkzhimomi: Missed opportunity by PM Modi and BJP to prove that they subscribe to the rule of law. 
 @IASassociation must not abandon th…",2019-04-28 00:42:34,,,2,Neutral,0.0
355,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:42:26,,,22,Neutral,0.0
356,"RT @India_Policy: Where @AtishiAAP Marlena appeals people to vote for even goons, if it helps to defeat BJP. All their new politics is redu…",2019-04-28 00:42:24,,,414,Positive,0.14
357,RT @FriedrichPieter: @madhukishwar @TulsiGabbard @PMOIndia To clarify — the allegation is partly that there was #foreigninterference in #Tu…,2019-04-28 00:42:22,,,4,Neutral,0.0
358,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:42:21,,,2199,Positive,0.48
359,RT @AashishKhetan: Karkare’s daughter breaks silence: ‘Don’t want to dignify her (Pragya’s) remark … my father taught us terror has no reli…,2019-04-28 00:42:20,,,29,Neutral,0.0
360,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:42:18,,,1123,Negative,-0.2
361,Request to Kendrapada people’s. Vote 🗳 for panda Babu &amp; BJP . https://t.co/lyaEyBwJlQ,2019-04-28 00:42:11,,,0,Neutral,0.0
362,"RT @ShashiTharoor: Wonder if BJP would like to ask a judge to summon their own UP-in-charge, GordhanZadaphia, for the remark I am now being…",2019-04-28 00:42:09,,,264,Highly Positive,0.6
363,"RT @shewale_rahul: Hon' Prime Minister Shri. @narendramodi ji, Shivsena President Shri. Uddhavji  Thackeray, RPI President @RamdasAthawale…",2019-04-28 00:42:07,,,6,Neutral,0.0
364,"RT @teasri: Indian marxists keep writing PhDs about subalterns but in real life they have contempt for subalterns, which is why in 2014 the…",2019-04-28 00:41:56,,,656,Positive,0.2
365,@___bjp Thanks boo😘😘,2019-04-28 00:41:54,,,0,Positive,0.2
366,"RT @NewsHtn: First on Tiranga TV: AAP leader @AtishiAAP claims BJP’s Gautam Gambhir holds two voter ID cards, a criminal offence as well as…",2019-04-28 00:41:50,,,99,Negative,-0.08
367,"@MamataOfficial
You are right @narendramodi is danger for corrupt people, he is danger who plays appeasement politi… https://t.co/2CfPFJaiPy",2019-04-28 00:41:50,80.1934237, 13.080055,0,Negative,-0.11
368,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:41:49,,,1817,Neutral,0.0
369,@trehan_keshav @DrSnath3 @RubikaLiyaquat If congress  governments  may be  it come it is not useful  to us since 19… https://t.co/Mp8g1cqDyX,2019-04-28 00:41:49,,,0,Negative,-0.15
370,"RT @rajnathsingh: Odisha is gearing up to vote and support the BJP after two decades of BJD misrule. 

During my public meetings at Jajpur,…",2019-04-28 00:41:48,,,740,Neutral,0.0
371,"Bombs, pistols seized from BJP leader’s house in MP | Bhopal News - Times of India https://t.co/XMTZ875jRN",2019-04-28 00:41:45,,,0,Neutral,0.0
372,RT @ArunSFan: Voting for AAP to root BJP makes no sense. AAP has no role to play in national politics. Having said that I support @AtishiAA…,2019-04-28 00:41:29,,,6,Neutral,0.0
373,RT @AnkitM03: CSK Without MS Dhoni Is BJP Without Narendra Modi 🙂,2019-04-28 00:41:22,,,12,Neutral,0.0
374,"RT @DaaruBaazMehta: BREAKING NEWS

AAP's @AtishiAAP files a Criminal complaint against the BJP candidate from East Delhi Gautam Gambhir ove…",2019-04-28 00:41:14,,,248,Negative,-0.35
375,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:41:11,,,2199,Positive,0.48
376,RT @BJP4Bengal: Thank you PM @narendramodi ji for recognising @BJP4Bengal workers' sacrifice and hard work. We know that not only the BJP l…,2019-04-28 00:41:10,,,330,Negative,-0.15
377,@TajinderBagga That's what BJP also wanted from you. Good riddance,2019-04-28 00:41:10,,,0,Highly Positive,0.7
378,"RT @bhartijainTOI: BJP. There is no limit on party expense in an election. Just like your movies must be promoted, a candidates - that too,…",2019-04-28 00:41:06,,,376,Neutral,0.0
379,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:40:59,,,2199,Positive,0.48
380,"RT @teasri: Indian marxists keep writing PhDs about subalterns but in real life they have contempt for subalterns, which is why in 2014 the…",2019-04-28 00:40:48,,,656,Positive,0.2
381,"Beyond BJP’s rise, NPP emerges as biggest regional outfit in northeast | lok sabha elections | Hindustan Times https://t.co/kNUgH7l1l3",2019-04-28 00:40:42,,,0,Neutral,0.0
382,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:40:39,,,646,Highly Positive,1.0
383,@VARNADAKH @narendramodi @SushmaSwaraj @RahulGandhi @priyankagandhi @Chellaney @nytimes @washingtonpost @latimes… https://t.co/iG4olT4iQ5,2019-04-28 00:40:28,,,0,Neutral,0.0
384,"RT @IndianInterest: This dinosaur is clear about two things:

1. BJP's victory in the 2019 elections is a foregone conclusion. Modi will wi…",2019-04-28 00:40:24,,,637,Positive,0.1
385,"RT @ProudBhagavathi: @Dr_Uditraj Translation: 
I wasn’t given a ticket by BJP becos I didn’t do the work I was elected for in my constituen…",2019-04-28 00:40:23,,,93,Neutral,0.0
386,"RT @MaharashtraPMC: BJP leaders have been arrested frequently with arms and lethal weapons. What kind of an election are they fighting?

#M…",2019-04-28 00:40:22,,,151,Positive,0.35
387,@sadhavi Even after losing fir 2 times Modi given her 3 ministries. Thats y BJP leaders r angry.,2019-04-28 00:40:20,,,0,Highly Negative,-0.5
388,"RT @kamalsharmabjp: Paid tributes to Former famous bollywood actor,Union Minister &amp; BJP Stalwart leader Sh.Vinod Khanna ji on his 2nd Death…",2019-04-28 00:40:20,,,11,Positive,0.17
389,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:40:19,,,22,Neutral,0.0
390,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:40:11,,,1123,Negative,-0.2
391,RT @BJP4India: Seven veteran officers join BJP in the presence of Smt. @nsitharaman at BJP HQ in New Delhi. #ModiAaneWalaHai https://t.co/h…,2019-04-28 00:40:10,,,810,Positive,0.07
392,"RT @abhinandita_m: If it were not for AAP, candidates like @AtishiAAP @dilipkpandey @raghav_chadha @pankajgupta @brijeshgoyalaap would not…",2019-04-28 00:39:57,,,147,Neutral,0.0
393,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:39:55,,,22,Neutral,0.0
394,RT @Viru00736452: Daughter of BJP minister her name is Sanghmitra Maurya contesting as @BJP4India candidate from Bharathpur..UP Look at the…,2019-04-28 00:39:55,,,1,Neutral,0.0
395,RT @JatinPaul: .#LokSabhaElections2019: AAP’s @KapilMishra_IND to join BJP’s RS MP and Minister @VijayGoelBJP at a cycle rally to drum up s…,2019-04-28 00:39:47,,,32,Neutral,0.0
396,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:39:44,,,894,Positive,0.33
397,"RT @bhartijainTOI: BJP. There is no limit on party expense in an election. Just like your movies must be promoted, a candidates - that too,…",2019-04-28 00:39:42,,,376,Neutral,0.0
398,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:39:42,,,646,Highly Positive,1.0
399,@prasadpathare79 @VORdotcom @narendramodi @ImranKhanPTI The decision on NOT being 'one nation' had been taken about… https://t.co/CrQmAp4Uzt,2019-04-28 00:39:32,,,0,Neutral,0.0
400,RT @otvnews: Baijayant Panda's inclusion into BJP has 'increased party's graph in #Odisha'; he will definitely win #Kendrapara LS seat as h…,2019-04-28 00:39:27,,,135,Highly Positive,0.8
401,RT @Kasheer_suneel: You won’t believe I received this from a ex colleague Nadeem Ansari we used to work in same MNC some 9 years ago and we…,2019-04-28 00:39:17,,,308,Neutral,0.0
402,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:39:16,,,3657,Negative,-0.21
403,"RT @yadavakhilesh: Over the last five years, the BJP has destroyed every pillar of democracy. 

But the #Endgame has begun. 

#MahaGathband…",2019-04-28 00:39:10,,,996,Neutral,0.0
404,"RT @Pun_Starr: PM Modi says, ""Article 370 &amp; 35A have done maximum damage to J&amp;K.""

At the end of the sentence, he forgot to add ""after BJP.""",2019-04-28 00:39:10,,,149,Neutral,0.0
