,text,created_date,latitude,longitude,retweet,polarity,pol_value
502,Vasundhara Raje's Son Faces Former BJP Student Wing Leader In Jhalawar https://t.co/9M4Mk2M84b,2019-04-28 00:32:53,,,0,Neutral,0.0
503,RT @BJP4India: Seven veteran officers join BJP in the presence of Smt. @nsitharaman at BJP HQ in New Delhi. #ModiAaneWalaHai https://t.co/h…,2019-04-28 00:32:52,,,810,Positive,0.07
504,"RT @thewire_in: The BJP-RSS combine as well as the compliant media marketed Modi’s image as the only choice to rule India. 

The sheer amou…",2019-04-28 00:32:50,,,66,Neutral,0.0
505,"RT @sabhlok: RT SwarnaBharatIN ""THE BHADOHI ELECTION IS A FARCE!! 

And all authorities are keeping quiet - despite BJP's FALSE affidavit b…",2019-04-28 00:32:50,,,1,Negative,-0.34
506,"RT @TabeenahAnjum: #LokSabhaElections2019 

#Rajasthan 

Show of strength by @BJP4India in #Jodhpur where, BJP chief @AmitShah , former CM…",2019-04-28 00:32:42,,,38,Neutral,0.0
507,RT @saur008: @timesofindia She mean BJP will get 440 Seats,2019-04-28 00:32:38,,,1,Negative,-0.31
508,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:32:25,,,2199,Positive,0.48
509,@KirenRijiju Upset to satrughna sinha due take the name of md.Jinnah.Because He was BJP leader before somedays ago… https://t.co/dqn2WhAjfc,2019-04-28 00:32:20,,,0,Negative,-0.12
510,"RT @rammadhavbjp: ‘We hoped Oppn would put up a credible fight at least… But see Varanasi drama, all self-goals’ | Elections News, The Indi…",2019-04-28 00:32:16,,,17,Positive,0.4
511,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:32:11,,,2199,Positive,0.48
512,"RT @IndianInterest: This dinosaur is clear about two things:

1. BJP's victory in the 2019 elections is a foregone conclusion. Modi will wi…",2019-04-28 00:32:04,,,637,Positive,0.1
513,"RT @rammadhavbjp: ‘We hoped Oppn would put up a credible fight at least… But see Varanasi drama, all self-goals’ | Elections News, The Indi…",2019-04-28 00:31:58,,,17,Positive,0.4
514,"RT @ArunSFan: BJP claims they have provided 1 crore of land has been provided with irrigation, despite that there’s a steep rise in farmers…",2019-04-28 00:31:50,,,40,Neutral,0.0
515,"RT @narendramodi: Thank you Kannauj and Hardoi for the unparalleled warmth. 

The first three phases have made SP, BSP and Congress very ne…",2019-04-28 00:31:47,,,2910,Positive,0.23
516,"RT @sankrant: This is an insider account from the ministry. Sceptics should explain why—
1. Digvijay released a book titled “RSS ki sajish”…",2019-04-28 00:31:36,,,302,Neutral,0.0
517,"RT @HuffPostIndia: “Just because she wants to give them a better life and equal opportunities, she has become a Muslim? It’s such a shitty…",2019-04-28 00:31:35,,,1,Positive,0.17
518,RT @MahilaCongress: None of the three members of the Gandhi family @smritiirani targeted is known to have uttered a single bad word about I…,2019-04-28 00:31:34,,,191,Negative,-0.39
519,"RT @Yurajsinghkhali: Thousands of Sikh and Kashmri killed by BJP and its spy agency Raw
But humen Rights Keep silent 
This is a major issue…",2019-04-28 00:31:29,,,5,Negative,-0.09
520,@pallavidatta @ashokepandit Sunny leone campaning for BJP.....,2019-04-28 00:31:24,,,0,Neutral,0.0
521,Opposition Claims BJP Written Under Lotus Symbol On Ballot Papers https://t.co/TAKijMgNjZ,2019-04-28 00:31:21,,,0,Neutral,0.0
522,"RT @realkrishnan: @shananalla @CentreRightPOV @sujayak @_Kongu_ Yes - about 13% ( M 50% , C 50%) or so and concentrated in some areas but t…",2019-04-28 00:31:17,,,1,Neutral,0.0
523,@tamil_twtz I have already told that Prayag Singh Thakur had her breasts mutilated by surgical treatment there by s… https://t.co/D6WgwaQAzf,2019-04-28 00:31:14,,,0,Neutral,0.0
524,@narendramodi BJP is winning. We have voted for that,2019-04-28 00:31:04,,,0,Highly Positive,0.5
525,RT @realkrishnan: @shananalla @CentreRightPOV @sujayak @_Kongu_ But TN may be difficult. BJP will always be a junior partner like in Punjab…,2019-04-28 00:30:59,,,1,Highly Negative,-0.5
526,"RT @DaaruBaazMehta: SHARE MAXIMUM

@ArvindKejriwal's Appeal to the People of Delhi.

The upcoming Elections are about the Future of Your Ki…",2019-04-28 00:30:57,,,215,Neutral,0.0
527,"""Making Personal Sacrifice, BJP Has My Support"", Says Vinod Khanna's Wife https://t.co/YCiVa9oc5K",2019-04-28 00:30:51,,,0,Neutral,0.0
528,"RT @suchitrak: Dear Voters in #MumbaiNorthwest. 
Gajanan Kirtikar is the #BJP /Shiv Sena candidate with the bow &amp; arrow symbol while Sanjay…",2019-04-28 00:30:48,,,4267,Neutral,0.0
529,"The combination which is giving sleepless nights to BJP people.

If BJP is so confident of winning then why waste t… https://t.co/dKUnCnCZtd",2019-04-28 00:30:46,,,1,Positive,0.27
530,"RT @bhartijainTOI: BJP. There is no limit on party expense in an election. Just like your movies must be promoted, a candidates - that too,…",2019-04-28 00:30:45,,,376,Neutral,0.0
531,@recoveringAkash @BJP4Maharashtra @NCPspeaks @PawarSpeaks @supriya_sule @RajThackeray @LoksattaLive @abpmajhatv… https://t.co/0RaLkahI2s,2019-04-28 00:30:43,,,0,Neutral,0.0
532,"RT @squintneon: If you want one BJP candidate &amp; one non BJP candidate to win... who it would be

For me

BJP Candidate- Smriti Irani(Amethi…",2019-04-28 00:30:42,,,674,Highly Positive,0.8
533,RT @RaisinaSeries: I’m starting to feel really sorry for @GautamGambhir. It increasingly seems like those who have been deputed to help him…,2019-04-28 00:30:35,,,485,Negative,-0.25
534,RT @realkrishnan: @CentreRightPOV @sujayak @_Kongu_ BJP is perceived as Hindi party and may not become mainstream but ADMK will altogether…,2019-04-28 00:30:31,,,1,Neutral,0.0
535,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:30:20,,,3658,Negative,-0.21
536,RT @realkrishnan: @CentreRightPOV @sujayak @_Kongu_ Despite Dravidian history - TN is one of “the” most religious states and ADMk is slowly…,2019-04-28 00:30:16,,,1,Positive,0.25
537,@ArvindKejriwal @YouTube because they will make BJP wind all 7/7 seats,2019-04-28 00:30:15,,,0,Neutral,0.0
538,RT @CentreRightPOV: @sujayak @_Kongu_ BJP cannot be an alternative force in TN as long as Dravidian politics holds sway in the state and is…,2019-04-28 00:30:08,,,1,Negative,-0.05
539,"“Just because she wants to give them a better life and equal opportunities, she has become a Muslim? It’s such a sh… https://t.co/NfP9GpYX80",2019-04-28 00:30:07,,,1,Positive,0.17
540,"RT @republic: ""Rahul Gandhi is the only alternative to BJP"", says senior Congress leader Raj Babbar
https://t.co/usE2hUkGUu",2019-04-28 00:30:07,,,32,Neutral,0.0
541,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:30:04,,,1123,Negative,-0.2
542,"""The unfinished task is to retain the initiative, press forward and ensure the lead over #BJP is extended,""… https://t.co/Ij8q1OxRQp",2019-04-28 00:30:00,,,1,Neutral,0.0
543,@in_my_sanctuary She wants Muslims destroyed &amp; so says BJP vote for Modi @alamgirizvi https://t.co/zukLzaiTmA,2019-04-28 00:29:59,,,0,Positive,0.2
544,"RT @sabhlok: RT SwarnaBharatIN ""Double standards by Election Commission! Rahul Gandhi given time to address questions, BJP candidate's nomi…",2019-04-28 00:29:44,,,3,Neutral,0.0
545,RT @shahid_siddiqui: No one should be surprised at the Hindutva &amp; Anti Muslim narrative of BJP in LS polls. Modi/Amit planned it for last f…,2019-04-28 00:29:39,,,198,Positive,0.05
546,"RT @SalmanNizami_: Congress strengthened the country’s borders, won two wars against Pakistan &amp; dealt tough with terror. What did BJP do? H…",2019-04-28 00:29:34,,,197,Negative,-0.39
547,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:29:33,,,3658,Negative,-0.21
548,"This is paid media! @aajtak is repeatedly showing the interview to promote BJP!Giving Home to buyers,Jobs,developme… https://t.co/YUmn5mKeaM",2019-04-28 00:29:33,,,1,Neutral,0.0
549,"RT @SwarnaBharatIN: Double standards by Election Commission! Rahul Gandhi given time to address questions, BJP candidate's nomination accep…",2019-04-28 00:29:32,,,9,Neutral,0.0
550,"RT @BharatGundagoni: Watch my debate on NEWS X channel...Intermediate board exams results controversy.we demand  judiciary enquiry, RESIGNA…",2019-04-28 00:29:30,,,4,Neutral,0.0
551,"RT @Yurajsinghkhali: Bjp terrorists are all over India training terrorists networks all over South Asia killing thousands of Sikhs, muslims…",2019-04-28 00:29:27,,,1,Neutral,0.0
552,"RT @ndtv: #TheBigFight | BJP's Vivek Reddy says farmers’ income has gone up by 50% in last five years; @_YogendraYadav calls it an ""extraor…",2019-04-28 00:29:08,,,1593,Neutral,0.0
553,@AnupamPKher @KirronKherBJP It surely will be annoying for @Javedakhtarjadu! Inki aankhein sirf BJP ya Modi ke khil… https://t.co/zZiqLLMkMF,2019-04-28 00:29:03,,,0,Negative,-0.25
554,"RT @India_Policy: Where @AtishiAAP Marlena appeals people to vote for even goons, if it helps to defeat BJP. All their new politics is redu…",2019-04-28 00:29:00,,,414,Positive,0.14
555,"RT @AnuragPunetha: BJP GURDASPUR candidate with Cong candidate for NE Mumbai. 
Wonder whether EC will construe it as harassment Or sigh of…",2019-04-28 00:29:00,,,2,Neutral,0.0
556,"RT @ShrrinG: Again saying this, what @narendramodi ji has done in UP is unprecedented, he has clearly breached the caste barrier, 

One can…",2019-04-28 00:28:57,,,93,Positive,0.35
557,"RT @Bharatitis: Are RSS, BJP risking their political future? https://t.co/Fzo0CthVyM",2019-04-28 00:28:51,,,48,Neutral,0.0
558,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:28:37,,,894,Positive,0.33
559,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:28:23,,,3658,Negative,-0.21
560,@cjwerleman Figures from the authorities as well as local accounts show violence in the Himalayan region spiked esp… https://t.co/MzBnyD0IrQ,2019-04-28 00:28:12,,,0,Neutral,0.0
561,"RT @VDPAssociates: There is no ""so called"" anti BJP factor as such in South Indian states.The problem is with BJP only.Failure to make any…",2019-04-28 00:28:04,,,77,Neutral,0.0
562,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:28:02,,,1817,Neutral,0.0
563,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:27:45,,,3658,Negative,-0.21
564,"RT @rammadhavbjp: Young party workers accompanied me on bikes in large numbers in one of the most terrorism-affected parts of Kashmir, Anan…",2019-04-28 00:27:39,,,886,Positive,0.27
565,RT @MadhuTr33874906: @Sangeetawasthi3 @mannusinha89 @Sonam52029525 @SinghlSomya @akm42561907 @Archana74919805 @chokidarsandhya @Shubhan7680…,2019-04-28 00:27:26,,,3,Neutral,0.0
566,RT @waglenikhil: 1 thing everyone agrees upon: BJP will not get majority this election. Whether they get 180 or 200 or 220 can be matter of…,2019-04-28 00:27:15,,,261,Neutral,0.0
567,@sudhirs74 @ambuj1tripathi @smitaprakash @Tej_AnanthKumar @Tejasvi_Surya @BJP4India She says she is getring feelers… https://t.co/0VIDLFo7bI,2019-04-28 00:27:15,,,0,Neutral,0.0
568,RT @surindersangha7: Elections 2019: How Corporate Media is Projecting a Binary Narrative in West Bengal https://t.co/9t4IuVEIgK,2019-04-28 00:27:13,,,3,Neutral,0.0
569,23 may BJP gayi https://t.co/A2fkYO34HH,2019-04-28 00:27:02,74.030686, 21.073255,0,Neutral,0.0
570,@zainabsikander @rohini_sgh @RahulGandhi @ashokgehlot51 @SachinPilot You cant chose and expect better one on anothe… https://t.co/iVJ2JKzbrv,2019-04-28 00:26:55,,,0,Highly Positive,0.5
571,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:26:54,,,1817,Neutral,0.0
572,RT @ANI: BJP writes to CEC over violation of model code of conduct by Delhi CM &amp; AAP leader Arvind Kejriwal on his statement related to a t…,2019-04-28 00:26:51,,,226,Neutral,0.0
573,LMFAOOOOOOOOOOOOO🤣😭🤣😭😭😭🤣🤣🤣 https://t.co/PKfnetv74k,2019-04-28 00:26:40,,,0,Neutral,0.0
574,"RT @Pun_Starr: PM Modi says, ""Article 370 &amp; 35A have done maximum damage to J&amp;K.""

At the end of the sentence, he forgot to add ""after BJP.""",2019-04-28 00:26:39,,,149,Neutral,0.0
575,"RT @AmitShah: Shatrughan Sinha has just gone to the Congress. When he was in BJP he used to talk about nationalism. Now, he says that Jinna…",2019-04-28 00:26:38,,,2204,Neutral,0.0
576,@vinayak_jain May be future president of bjp,2019-04-28 00:26:36,,,0,Neutral,0.0
577,"RT @rammadhavbjp: Young party workers accompanied me on bikes in large numbers in one of the most terrorism-affected parts of Kashmir, Anan…",2019-04-28 00:26:32,,,886,Positive,0.27
578,"RT @AmitShah: Shatrughan Sinha has just gone to the Congress. When he was in BJP he used to talk about nationalism. Now, he says that Jinna…",2019-04-28 00:26:29,,,2204,Neutral,0.0
579,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:26:23,,,894,Positive,0.33
580,"RT @narendramodi: Thank you Kannauj and Hardoi for the unparalleled warmth. 

The first three phases have made SP, BSP and Congress very ne…",2019-04-28 00:26:21,,,2910,Positive,0.23
581,Lok Sabha Elections 2019: BJP banks on sitting MP to retain Balaghat in Madhya Pradesh - Hindustan Times… https://t.co/kf5j9jpATP,2019-04-28 00:26:20,,,0,Neutral,0.0
582,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:26:19,,,2199,Positive,0.48
583,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:26:11,,,646,Highly Positive,1.0
584,RT @PChidambaram_IN: PM defends demonetisation. That sole ground is sufficient to throw out the BJP.,2019-04-28 00:26:00,,,533,Neutral,0.0
585,"RT @rammadhavbjp: ‘We hoped Oppn would put up a credible fight at least… But see Varanasi drama, all self-goals’ | Elections News, The Indi…",2019-04-28 00:25:55,,,17,Positive,0.4
586,"@Externall_Force @ndtv You divide Hindus-Muslims just like Britishers.
You divide Hindu religion basis Upper Cast &amp;… https://t.co/s8gdKaWH5G",2019-04-28 00:25:52,,,0,Neutral,0.0
587,#BIGNEWS: CM @hd_kumaraswamy has scheduled a meeting with @JanataDal_S leaders in #Bengaluru today. They are report… https://t.co/a7gfrBQlFe,2019-04-28 00:25:50,,,0,Neutral,0.0
588,RT @salimdotcomrade: A police van was used for distributing food packets for a BJP rally in Anantnag constituency of Jammu and Kashmir. #Ja…,2019-04-28 00:25:48,,,21,Neutral,0.0
589,"RT @KoomarShah: Vajpayee made fun of Soniaji &amp; taunted @INCIndia Whose your Leader? Soniaji won

Modi made fun of @RahulGandhi &amp; made IT Ce…",2019-04-28 00:25:34,,,161,Positive,0.3
590,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:25:33,,,1123,Negative,-0.2
591,"RT @ANI: Delhi: 7 veteran officers join Bharatiya Janata Party (BJP) in presence of Defence Minister Nirmala Sitharaman. Lt Gen JBS Yadav,…",2019-04-28 00:25:29,,,2966,Neutral,0.0
592,This was paid by BJP unlike the Samajwadi pensions which was funded by taxpayer money. You were one of beneficiary… https://t.co/MHMWetHycD,2019-04-28 00:25:15,72.80161, 19.16162,0,Neutral,0.0
593,Good morning. Another lovely day to start with a reminder that BJP/RSS supporters are subhumans.,2019-04-28 00:25:13,,,0,Highly Positive,0.6
594,"RT @zainabsikander: - @RahulGandhi ji
@ashokgehlot51 ji
@SachinPilot ji
So Muslims get beaten up and killed under BJP in Rajasthan.
And Mus…",2019-04-28 00:25:12,,,1123,Negative,-0.2
595,"RT @ANI: Delhi: 7 veteran officers join Bharatiya Janata Party (BJP) in presence of Defence Minister Nirmala Sitharaman. Lt Gen JBS Yadav,…",2019-04-28 00:25:10,,,2966,Neutral,0.0
596,RT @SushilModi: Thank God! @ShatruganSinha left Bjp.He will now embarras Cong till he is there.,2019-04-28 00:25:03,,,399,Neutral,0.0
597,"RT @rammadhavbjp: ‘We hoped Oppn would put up a credible fight at least… But see Varanasi drama, all self-goals’ | Elections News, The Indi…",2019-04-28 00:25:00,,,17,Positive,0.4
598,From zero-interest loan for farmers to housing for all - Here are BJP's promises in manifesto for #LS2019… https://t.co/4PEOLc7dFK,2019-04-28 00:25:00,,,0,Neutral,0.0
599,"RT @thewire_in: The Ayushman Bharat insurance policy ""doesn’t even touch poor people. It has got nothing to offer to people who don’t even…",2019-04-28 00:24:57,,,66,Negative,-0.4
600,@boogiepest @ReallySwara BJP is uniting Hindus while others dividing Hindus in caste lines. So biggest communalists are the opp parties.,2019-04-28 00:24:56,,,0,Neutral,0.0
601,"RT @AmitShah: Shatrughan Sinha has just gone to the Congress. When he was in BJP he used to talk about nationalism. Now, he says that Jinna…",2019-04-28 00:24:46,,,2204,Neutral,0.0
602,"RT @IndianInterest: This dinosaur is clear about two things:

1. BJP's victory in the 2019 elections is a foregone conclusion. Modi will wi…",2019-04-28 00:24:38,,,637,Positive,0.1
603,@Swamy39 Ground reality is BJP loosing badly in major states...wait for May23rd,2019-04-28 00:24:33,,,0,Positive,0.06
604,@dksingh73 @NPDay @ThePrintIndia Informed sources report that this has tremendously boosted the morale amongst the… https://t.co/00SZWrshGS,2019-04-28 00:24:33,,,0,Positive,0.33
605,"RT @SUNDARmyth: #Secular India*#Brand West Bengal*
Reality vs Post-truth!Media is busy to prove that in WB,fight is going between TMC&amp;BJP w…",2019-04-28 00:24:32,,,6,Positive,0.1
606,"RT @t_d_h_nair: BJP spokesperson claimed farmers’ income increased by 50% in last five years under Modi government.

Just look at the facia…",2019-04-28 00:24:28,,,608,Neutral,0.0
607,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:24:28,,,2199,Positive,0.48
608,RT @asadowaisi: There are men in this country who have lived all their lives obsessing over a semi-failed state next door. Do you want some…,2019-04-28 00:24:26,,,159,Neutral,0.0
609,RT @cpimspeak: Comrade @SitaramYechury had addressed a gathering of chit fund scam victims in January in Delhi. Here is a small part of the…,2019-04-28 00:24:23,,,13,Negative,-0.25
610,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:24:22,,,1817,Neutral,0.0
611,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:24:18,,,22,Neutral,0.0
612,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:24:08,,,3658,Negative,-0.21
613,RT @NarenDon: @bhimashankarptl @hey_HARii @hd_kumaraswamy @CTRavi_BJP Can you tweet once for Kannadigaru who are also Hindus.,2019-04-28 00:24:07,,,2,Neutral,0.0
614,"RT @arunv2808: My prediction :
- BJP - 289.
- Congress 82.
- EVM hacked propaganda for June.
- Opposition leaders writing a petition to the…",2019-04-28 00:24:05,,,430,Negative,-0.1
615,RT @GoSlowplz: Sakshi Maharaj forced girl to remove jeans!! BJP hatao Desh bachao https://t.co/T1Z91j4JxB,2019-04-28 00:24:00,,,319,Negative,-0.47
616,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:23:58,,,2199,Positive,0.48
617,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:23:50,,,2199,Positive,0.48
618,"RT @Dharma2X: Senior BJP MP, Dr. @Swamy39 suggests PM Modi to speak in the favour of building the Ram temple during his Ayodhya rally..
htt…",2019-04-28 00:23:42,,,22,Neutral,0.0
619,"RT @India_Policy: Where @AtishiAAP Marlena appeals people to vote for even goons, if it helps to defeat BJP. All their new politics is redu…",2019-04-28 00:23:34,,,414,Positive,0.14
620,"RT @rishibagree: Excellent Meeting with @Sunil_Deodhar ,the man who single-handedly delivered Tripura to BJP. Sent by BJP President Amit Sh…",2019-04-28 00:23:30,,,646,Highly Positive,1.0
621,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:23:26,,,894,Positive,0.33
622,"RT @salimdotcomrade: If one were to scroll through the other images, Jagannath Sarkar can be seen campaigning alongside Ghosh &amp; he is not d…",2019-04-28 00:23:24,,,57,Negative,-0.12
623,"#WATCH Barmer: Sunny Deol holds his first roadshow after joining BJP campaigns for BJP LS candidate from Barmer, Ka… https://t.co/nCZUt7rGGM",2019-04-28 00:23:21,72.7232966, 22.9930338,0,Positive,0.25
624,Suspended IAS officer Mohsin who tried to inspect PM’s copter is a perennial BJP/ Modi hater and was slammed by Cou… https://t.co/xAfnz37VnS,2019-04-28 00:23:21,,,0,Neutral,0.0
625,"RT @squintneon: If you want one BJP candidate &amp; one non BJP candidate to win... who it would be

For me

BJP Candidate- Smriti Irani(Amethi…",2019-04-28 00:23:20,,,674,Highly Positive,0.8
626,"RT @tintu_pious: What about your party's sanatan sanstha candidate in Mumbai?
INC's Goa candidate was seen urging vote for BJP
In Karnataka…",2019-04-28 00:23:14,,,2,Neutral,0.0
627,@RaghavSirJi @KapilMishra_IND @ShilpiTiwari5 Nothing. U will be okay if she joins bjp. Just like blind modi bhakths… https://t.co/zsAwk80SrE,2019-04-28 00:23:12,,,0,Neutral,0.0
628,RT @teasri: People who mocked Modi for being a project manager: do you think BJP would be in this position without all the pro-poor schemes…,2019-04-28 00:23:09,,,57,Neutral,0.0
629,"RT @AmitShah: In Odisha, more than 20 BJP karyakartas have been attacked and many have been killed. There can be no place for these murdere…",2019-04-28 00:23:07,,,721,Positive,0.27
630,"#hansrajhans
@iamsunnydeol - Sell Out
@SrBachchan - Sell Out
@dalermehndi - Sell Out

Joining the bjp",2019-04-28 00:22:55,,,0,Neutral,0.0
631,#LokSabhaElections: #BJP National President Amit Shah is set to campaign in Uttar Pradesh and #Bihar today.… https://t.co/vnREWo65N6,2019-04-28 00:22:46,,,0,Neutral,0.0
632,RT @SitaramYechury: This third attack on Dr Fuad Halim shows the TMC’s desperation. People are rejecting them and they think they can distr…,2019-04-28 00:22:44,,,47,Neutral,0.0
633,"RT @BJP4JnK: #ModiAaneWalaHai

Josh is high in Anantnag

BJP Candidate from Anantnag LokSabha Constituency Sh. @sofi_yousuf fills Josh amon…",2019-04-28 00:22:38,,,321,Positive,0.16
634,"RT @news24tvchannel: Food packets, water, and juice being distributed (from a @JmuKmrPolice Vehicle) among BJP workers during an election r…",2019-04-28 00:22:34,,,30,Neutral,0.0
635,@anuragkashyap72 Paid by BJP of course. And look at business the flower merchants would hv got on the day.,2019-04-28 00:22:30,,,0,Neutral,0.0
636,@tavleen_singh @IndianExpress BJP politicians have to decide what they consider as more important to the future of… https://t.co/XZ0ayDispd,2019-04-28 00:22:23,,,0,Positive,0.3
637,"@rohini_sgh @Nidhi It's very clear Vivek Reddy of the BJP ,an educated man an advocate but he is in BJP, he has to… https://t.co/gRBSko1S3G",2019-04-28 00:22:09,,,0,Positive,0.13
638,"RT @Ish_Bhandari: Good thing about BJP- denied ticket to wife of Sh Anant kumar &amp; now Vinod Khanna.

This is the way democracy should be, w…",2019-04-28 00:22:00,,,1099,Highly Positive,0.7
639,"RT @rupasubramanya: Contrary to all data including the government's, BJP spokesperson says farmers income have gone up by 50% in the last 5…",2019-04-28 00:21:59,,,247,Neutral,0.0
640,RT @SitaramYechury: This third attack on Dr Fuad Halim shows the TMC’s desperation. People are rejecting them and they think they can distr…,2019-04-28 00:21:59,,,47,Neutral,0.0
641,RT @PChidambaram_IN: PM defends demonetisation. That sole ground is sufficient to throw out the BJP.,2019-04-28 00:21:54,,,533,Neutral,0.0
642,"RT @thecaravanindia: Since 2018, the BJP government has cleared 45,000 square feet of land surrounding the Kashi Vishwanath temple, to make…",2019-04-28 00:21:51,,,56,Neutral,0.0
643,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:21:48,,,2199,Positive,0.48
644,RT @smarket: There is a reason BJP lost its way between 2003 and 2010. Just look at these leaders who were influential back then- 1. Yashwa…,2019-04-28 00:21:44,,,1817,Neutral,0.0
645,"RT @AmitShah: Seven highly decorated retired officers of Indian Armed Forces joined the BJP. I welcome them into the party fold.

This trus…",2019-04-28 00:21:41,,,2199,Positive,0.48
646,RT @AashishKhetan: Karkare’s daughter breaks silence: ‘Don’t want to dignify her (Pragya’s) remark … my father taught us terror has no reli…,2019-04-28 00:21:31,,,29,Neutral,0.0
647,"RT @amritabhinder: BJP pinched INC’s cheek and said, it’s just lovely to see this  burden on your back, now?

Too funny https://t.co/4Qpe0m…",2019-04-28 00:21:29,,,271,Positive,0.25
648,RT @waglenikhil: 1 thing everyone agrees upon: BJP will not get majority this election. Whether they get 180 or 200 or 220 can be matter of…,2019-04-28 00:21:17,,,261,Neutral,0.0
649,@anuragkashyap72 BJP funds pays for this ..... We donate our savings to BJP and we don't have any doubt and issue o… https://t.co/0PoVqB62UX,2019-04-28 00:21:09,,,0,Neutral,0.0
650,"@manoj25121974 @hitesh_439 Rj gj and mp, is it bit high even ka also, in ka my prediction jds 3 cong 5 bjp 19 ind 1",2019-04-28 00:21:07,,,0,Positive,0.16
651,"RT @kunalkamra88: Pick the most successful scheme by the BJP govt in the past term : -

Swach Bharat. Skill India. Make in India. Deen Daya…",2019-04-28 00:20:55,,,894,Positive,0.33
652,RT @dhume: .⁦@tavleen_singh⁩: Rahul Gandhi’s Congress has ruled India badly for more than half a century. Modi’s BJP has brought in his wak…,2019-04-28 00:20:48,,,9,Negative,-0.12
653,"RT @BJP4JnK: #ModiAaneWalaHai

PDP, Congress workers join BJP

Scores of PDP and Congress workers join party fold in presence of BJP All Mo…",2019-04-28 00:20:48,,,114,Neutral,0.0
654,"RT @muthukumarr: #BJP dreams of consolidating vote based on so called #Hindus, As per media the report was submitted by NS. I wish #tamil p…",2019-04-28 00:20:47,,,2,Neutral,0.0
655,"RT @KoomarShah: Vajpayee made fun of Soniaji &amp; taunted @INCIndia Whose your Leader? Soniaji won

Modi made fun of @RahulGandhi &amp; made IT Ce…",2019-04-28 00:20:46,,,161,Positive,0.3
656,Karkare’s daughter breaks silence: ‘Don’t want to dignify her (Pragya’s) remark … my father taught us terror has no… https://t.co/5eaBVWSAJS,2019-04-28 00:20:44,,,0,Neutral,0.0
657,"RT @dhruv_rathee: BJP leaders lie so openly and shamelessly that other people just get mind blown with their fake statements 

Look at the…",2019-04-28 00:20:43,,,3658,Negative,-0.21
658,"bjp is a shameless party and so are their leaders, this is a time foretold by Maryada Prushuttam Shri Shri Shri...… https://t.co/8JwbF4lFVl",2019-04-28 00:20:43,,,0,Neutral,0.0
659,@ChefShivGhosh Can you please calculate 20 years after 1980 for bjp please.. if you cant then tatoo on your forhead that you are biased,2019-04-28 00:20:41,,,0,Neutral,0.0
